,아이디,주소,기업성장단계,신규인력_채용의사,구분,신규채용_예상인력,신규채용_박사,신규채용_석사,신규채용_대졸,신규채용_전문대졸,신규채용_고졸이하,지역,업종
624,7844,부산 수영구,성숙기,있음,법인,5,0,2,3,0,0,부산/경남/울산,기타
625,7848,광주 광산구,초기성장기,있음,개인,2,0,0,0,0,2,광주/전라/제주,음식료/섬유/비금속/기타제조
626,7860,경기 시흥시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
627,7871,서울 강동구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,의료/제약
628,7898,경기 성남시 중원구,고도성장기,있음,법인,3,0,0,3,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
629,7899,서울 성동구,성숙기,있음,법인,3,0,0,2,1,0,서울/인천/경기,의료/제약
630,7908,경기 고양시 덕양구,고도성장기,있음,개인,3,0,0,0,0,3,서울/인천/경기,기타
631,7909,인천 남동구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
632,7937,서울 성동구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,의료/제약
633,7947,서울 중구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
634,7951,경북 경산시,초기성장기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
635,7976,서울 중구,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,기타
636,7982,전남 순천시,성숙기,있음,법인,5,0,0,2,3,0,광주/전라/제주,기타
637,7994,경북 고령군,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
638,7997,충북 진천군,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,통신기기/방송기기
639,8026,경기 평택시,성숙기,있음,법인,10,0,1,3,6,0,서울/인천/경기,의료/제약
640,8039,경북 구미시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
641,8044,대구 북구,성숙기,있음,법인,2,0,0,0,0,2,대구/경북,기계/자동차/금속
642,8047,충남 천안시 동남구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
643,8060,경기 안산시 단원구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
644,8075,충북 청주시 흥덕구,고도성장기,있음,법인,4,0,0,2,2,0,대전/세종/충청/강원,에너지/화학/정밀
645,8083,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
646,8087,충북 청주시 서원구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
647,8090,경기 성남시 수정구,창업기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
648,8098,전남 순천시,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,기계/자동차/금속
649,8100,경기 안산시 단원구,성숙기,있음,개인,1,0,0,0,0,1,서울/인천/경기,에너지/화학/정밀
650,8111,경기 부천시,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
651,8159,서울 송파구,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
652,8163,서울 은평구,성숙기,있음,법인,3,0,0,1,1,1,서울/인천/경기,기타
653,8185,서울 금천구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
654,8192,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
655,8197,경기 평택시,성숙기,있음,개인,3,0,0,0,0,3,서울/인천/경기,음식료/섬유/비금속/기타제조
656,8213,서울 강서구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
657,8216,경북 경산시,초기성장기,있음,법인,2,0,0,2,0,0,대구/경북,도소매/연구개발서비스/기타서비스
658,8222,강원 횡성군,성숙기,있음,법인,6,0,0,0,0,6,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
659,8238,경기 안산시 단원구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
660,8246,서울 구로구,고도성장기,있음,법인,1,0,0,1,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
661,8265,경기 양주시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
662,8281,대전 서구,초기성장기,있음,법인,1,0,0,1,0,0,대전/세종/충청/강원,정보통신/방송서비스
663,8285,경남 양산시,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
664,8286,충남 천안시 동남구,성숙기,있음,법인,10,0,0,0,0,10,대전/세종/충청/강원,컴퓨터/반도체/전자부품
665,8296,서울 금천구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
666,8318,서울 강남구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
667,8320,경기 광명시,성숙기,있음,법인,10,0,2,5,3,0,서울/인천/경기,의료/제약
668,8327,서울 서초구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
669,8338,서울 금천구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
670,8349,경기 광주시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
671,8353,부산 북구,고도성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
672,8373,경기 화성시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
673,8380,경북 칠곡군,성숙기,있음,법인,4,0,0,4,0,0,대구/경북,기계/자동차/금속
674,8381,대구 서구,성숙기,있음,개인,11,0,0,0,0,11,대구/경북,음식료/섬유/비금속/기타제조
675,8383,광주 광산구,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,컴퓨터/반도체/전자부품
676,8386,경기 성남시 분당구,초기성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
677,8408,경남 김해시,성숙기,없음,개인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
678,8417,서울 종로구,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
679,8421,경기 부천시,쇠퇴기,없음,법인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
680,8435,충남 천안시 서북구,성숙기,있음,법인,3,0,0,3,0,0,대전/세종/충청/강원,기계/자동차/금속
681,8448,부산 강서구,초기성장기,있음,개인,3,0,0,3,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
682,8483,인천 남동구,쇠퇴기,있음,개인,2,0,0,2,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
683,8494,대구 동구,초기성장기,있음,법인,3,0,0,1,2,0,대구/경북,기타
684,8496,경남 창원시 의창구,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,기계/자동차/금속
685,8499,경북 성주군,성숙기,있음,개인,2,0,0,0,0,2,대구/경북,음식료/섬유/비금속/기타제조
686,8500,전북 익산시,성숙기,있음,법인,3,0,0,1,2,0,광주/전라/제주,의료/제약
687,8525,부산 기장군,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,통신기기/방송기기
688,8526,충북 음성군,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
689,8543,경기 안산시 단원구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
690,8552,경기 시흥시,성숙기,있음,법인,3,0,0,1,0,2,서울/인천/경기,기계/자동차/금속
691,8572,서울 마포구,성숙기,있음,법인,8,0,0,2,1,5,서울/인천/경기,의료/제약
692,8574,부산 영도구,고도성장기,있음,법인,3,0,0,1,2,0,부산/경남/울산,기타
693,8578,경남 양산시,성숙기,없음,개인,0,0,0,0,0,0,부산/경남/울산,에너지/화학/정밀
694,8592,서울 금천구,고도성장기,있음,법인,1,0,0,1,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
695,8601,경북 칠곡군,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,기계/자동차/금속
696,8612,경기 파주시,고도성장기,없음,개인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
697,8613,경기 군포시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
698,8617,강원 홍천군,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기타
699,8638,경기 고양시 일산동구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
700,8643,대구 북구,성숙기,없음,법인,0,0,0,0,0,0,대구/경북,기타
701,8650,경기 파주시,성숙기,있음,개인,2,0,0,0,0,2,서울/인천/경기,음식료/섬유/비금속/기타제조
702,8658,전북 군산시,성숙기,있음,법인,3,0,0,1,2,0,광주/전라/제주,기타
703,8660,충북 음성군,성숙기,있음,법인,15,0,0,10,3,2,대전/세종/충청/강원,의료/제약
704,8664,경남 김해시,성숙기,없음,개인,0,0,0,0,0,0,부산/경남/울산,음식료/섬유/비금속/기타제조
705,8666,서울 영등포구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
706,8669,서울 서초구,초기성장기,있음,법인,15,0,0,15,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
707,8731,광주 광산구,성숙기,있음,법인,5,0,0,0,0,5,광주/전라/제주,기계/자동차/금속
708,8753,서울 서초구,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,기타
709,8757,경기 시흥시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
710,8773,울산 울주군,고도성장기,있음,법인,1,0,0,0,1,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
711,8801,경기 김포시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
712,8814,경북 경산시,쇠퇴기,있음,법인,5,0,0,3,2,0,대구/경북,음식료/섬유/비금속/기타제조
713,8817,충남 천안시 동남구,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
714,8826,강원 강릉시,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
715,8836,전북 완주군,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,음식료/섬유/비금속/기타제조
716,8865,경남 창원시 마산합포구,고도성장기,없음,개인,0,0,0,0,0,0,부산/경남/울산,음식료/섬유/비금속/기타제조
717,8880,부산 기장군,고도성장기,있음,법인,5,0,0,2,2,1,부산/경남/울산,기타
718,8882,서울 구로구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
719,8922,경기 파주시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
720,8934,서울 구로구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
721,8941,인천 서구,성숙기,있음,법인,5,0,0,2,3,0,서울/인천/경기,기타
722,8942,서울 금천구,성숙기,있음,법인,2,0,0,1,1,0,서울/인천/경기,의료/제약
723,8950,대전 유성구,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,컴퓨터/반도체/전자부품
724,8981,경기 화성시,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
725,8986,경기 부천시,성숙기,없음,개인,0,0,0,0,0,0,서울/인천/경기,음식료/섬유/비금속/기타제조
726,8989,경북 상주시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,기타
727,8998,광주 광산구,고도성장기,있음,법인,3,0,0,2,1,0,광주/전라/제주,기타
728,9008,강원 원주시,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
729,9018,경기 성남시 중원구,초기성장기,있음,법인,2,0,0,2,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
730,9035,경북 경산시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,도소매/연구개발서비스/기타서비스
731,9038,서울 성동구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
732,9117,서울 구로구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
733,9136,경기 남양주시,성숙기,있음,법인,10,0,0,2,3,5,서울/인천/경기,에너지/화학/정밀
734,9139,서울 영등포구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
735,9140,경기 안양시 동안구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
736,9141,서울 강남구,초기성장기,있음,법인,3,0,0,3,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
737,9155,경기 안산시 단원구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
738,9162,서울 서초구,성숙기,있음,법인,15,0,0,5,10,0,서울/인천/경기,소프트웨어개발/IT기반서비스
739,9175,경기 부천시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
740,9188,서울 금천구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,통신기기/방송기기
741,9195,서울 강남구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
742,9199,충남 당진시,초기성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,도소매/연구개발서비스/기타서비스
743,9202,충남 공주시,성숙기,있음,법인,1,0,0,0,1,0,대전/세종/충청/강원,에너지/화학/정밀
744,9203,경기 안양시 동안구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
745,9228,부산 해운대구,고도성장기,있음,개인,1,0,0,1,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
746,9243,경북 구미시,초기성장기,없음,법인,0,0,0,0,0,0,대구/경북,음식료/섬유/비금속/기타제조
747,9257,서울 마포구,초기성장기,있음,법인,3,0,0,0,3,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
748,9268,강원 강릉시,성숙기,있음,법인,5,0,0,0,0,5,대전/세종/충청/강원,음식료/섬유/비금속/기타제조
749,9276,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,소프트웨어개발/IT기반서비스
750,9286,경기 시흥시,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
751,9300,경기 의왕시,성숙기,있음,법인,2,0,0,0,2,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
752,9341,경기 김포시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
753,9346,전남 순천시,초기성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,컴퓨터/반도체/전자부품
754,9357,부산 금정구,고도성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,컴퓨터/반도체/전자부품
755,9376,인천 서구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,기계/자동차/금속
756,9388,경북 경산시,고도성장기,없음,법인,0,0,0,0,0,0,대구/경북,컴퓨터/반도체/전자부품
757,9392,서울 강남구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,정보통신/방송서비스
758,9398,대전 서구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,소프트웨어개발/IT기반서비스
759,9399,대구 달성군,성숙기,있음,법인,3,0,0,0,0,3,대구/경북,컴퓨터/반도체/전자부품
760,9405,광주 북구,고도성장기,없음,법인,0,0,0,0,0,0,광주/전라/제주,컴퓨터/반도체/전자부품
761,9415,경남 창원시 마산회원구,성숙기,없음,법인,0,0,0,0,0,0,부산/경남/울산,소프트웨어개발/IT기반서비스
762,9430,경기 광명시,초기성장기,있음,법인,3,0,0,3,0,0,서울/인천/경기,의료/제약
763,9459,경기 성남시 분당구,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,도소매/연구개발서비스/기타서비스
764,9471,경기 성남시 중원구,초기성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
765,9473,대구 서구,초기성장기,있음,법인,1,0,0,0,1,0,대구/경북,에너지/화학/정밀
766,9523,충남 천안시 서북구,성숙기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
767,9524,전남 순천시,성숙기,없음,법인,0,0,0,0,0,0,광주/전라/제주,에너지/화학/정밀
768,9556,부산 해운대구,창업기,있음,법인,1,0,0,1,0,0,부산/경남/울산,도소매/연구개발서비스/기타서비스
769,9569,경남 김해시,초기성장기,없음,법인,0,0,0,0,0,0,부산/경남/울산,컴퓨터/반도체/전자부품
770,9573,서울 용산구,고도성장기,없음,법인,0,0,0,0,0,0,서울/인천/경기,컴퓨터/반도체/전자부품
771,9575,대구 달서구,고도성장기,있음,법인,1,0,0,1,0,0,대구/경북,컴퓨터/반도체/전자부품
772,9593,경기 군포시,성숙기,없음,법인,0,0,0,0,0,0,서울/인천/경기,에너지/화학/정밀
773,9609,울산 남구,고도성장기,있음,법인,4,0,0,2,2,0,부산/경남/울산,에너지/화학/정밀
774,9621,충북 청주시 흥덕구,초기성장기,있음,법인,1,0,1,0,0,0,대전/세종/충청/강원,에너지/화학/정밀
775,9623,충북 청주시 흥덕구,고도성장기,없음,법인,0,0,0,0,0,0,대전/세종/충청/강원,기계/자동차/금속
